AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date,Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Franklin Templeton Asset Management (India) Private Limited,144653,Franklin India Fixed Maturity Plans -Series 4-Plan C (1098 days),Close Ended,Income,Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct,5000,20-Aug-2018,,INF090I01PP1
UTI Asset Mgmt. Co. Ltd.,144666,UTI - Fixed Term Income fund - Series XXX - II (1107 DAYS),Close Ended,Income,UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option,Rs 5000,16-Aug-2018,,INF789F1A942
Kotak Mahindra Asset Management Company Limited.,144671,Kotak FMP Series 242,Close Ended,Income,Kotak FMP Series 242 - Direct Plan  -Growth Option,5000,13-Aug-2018,,INF174KA1483
Kotak Mahindra Asset Management Company Limited.,144673,Kotak India Growth Fund Series 7,Close Ended,Growth,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,5000,13-Aug-2018,,INF174KA1525
Kotak Mahindra Asset Management Company Limited.,144675,Kotak India Growth Fund Series 7,Close Ended,Growth,Kotak India Growth Fund Series 7 -Direct Plan  -ayout of Income Distribution cum capital withdrawal option ,5000,13-Aug-2018,,INF174KA1533
Nippon Life India Asset Management Limited,144690,Reliance Fixed Horizon Fund XXXVIII- Series 15,Close Ended,Income,Reliance Fixed Horizon Fund XXXVIII- Series 15- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,27-Aug-2018,,INF204KB1G83
Nippon Life India Asset Management Limited,144692,Nippon India Fixed Horizon Fund XXXIX- Series 1,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 1- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,27-Aug-2018,,INF204KB1G42
UTI Asset Mgmt. Co. Ltd.,144736,UTI - Fixed Term Income Fund Series XXX-III (1106 Days),Close Ended,Income,UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option,Rs 5000,27-Aug-2018,,INF789F1AAE9
Axis Asset Management Co. Ltd.,144754,Axis Ultra Short Duration Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,Axis Ultra Short Duration Fund - Direct Plan Growth,Rs. 5000 and in multiples of Re 1/- thereafter,27-Aug-2018,04-Sep-2018,INF846K01F40
Franklin Templeton Asset Management (India) Private Limited,144764,Franklin India Fixed Maturity Plans - Series 4 Plan D (1098 days),Close Ended,Income,Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,5000,03-Sep-2018,,INF090I01PV9
Nippon Life India Asset Management Limited,144770,Nippon India Fixed Horizon Fund XXXIX- Series 2,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 2- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,31-Aug-2018,,INF204KB1H66
Nippon Life India Asset Management Limited,144775,Reliance Fixed Horizon Fund XXXIX- Series 3,Close Ended,Income,Reliance Fixed Horizon Fund XXXIX- Series 3- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,31-Aug-2018,,INF204KB1I08
HDFC Asset Management Company Limited,144800,HDFC FMP 1487D August 2018 (1),Close Ended,Income,HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan,5000,31-Aug-2018,03-Sep-2018,INF179KB19N5
Sundaram Asset Management Company Ltd,144835,Sundaram Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Services Fund Direct Plan - Growth,5000,29-Aug-2018,,INF903JA1FA2
SBI Funds Management Limited,144842,SBI Debt Fund Series C - 23 (1100 Days),Close Ended,Income,SBI Debt Fund Series C - 23 - (1100 Days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,28-Aug-2018,30-Aug-2018,INF200KA1VK5
Kotak Mahindra Asset Management Company Limited.,144850,Kotak FMP Series 243,Close Ended,Income,Kotak FMP Series 243-Direct Plan -Growth Option,200000000,28-Aug-2018,,INF174KA1566
Nippon Life India Asset Management Limited,144889,Nippon India India Opportunities Fund - Series A,Close Ended,Growth,Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter.,07-Sep-2018,,INF204KB1I40
Nippon Life India Asset Management Limited,144899,Nippon India Fixed Horizon Fund XXXIX- Series 4,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 4- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,10-Sep-2018,,INF204KB1I81
Shriram Asset Management Co. Ltd.,144905,Shriram Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Shriram Flexi Cap Fund - Direct Growth,Rs. 500/- and in multiples of Re. 1/- thereafter,07-Sep-2018,,INF680P01109
Nippon Life India Asset Management Limited,144910,Nippon India Fixed Horizon Fund XXXIX- Series 5,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 5- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,10-Sep-2018,,INF204KB1J23
SBI Funds Management Limited,144918,SBI Debt Fund Series C - 24 (1100 Days),Close Ended,Income,SBI Debt Fund Series C - 24 - (1100 Days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,06-Sep-2018,06-Sep-2018,INF200KA1VO7
Kotak Mahindra Asset Management Company Limited.,144921,Kotak FMP Series 244,Close Ended,Income,Kotak FMP Series 244 - Direct Plan  -Growth Option,200000000,04-Sep-2018,,INF174KA1608
Nippon Life India Asset Management Limited,144934,Nippon India Fixed Horizon Fund XXXIX- Series 6,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 6- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,17-Sep-2018,,INF204KB1J64
Nippon Life India Asset Management Limited,144938,Reliance Fixed Horizon Fund XXXIX- Series 7,Close Ended,Income,Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,17-Sep-2018,,INF204KB1K04
UTI Asset Mgmt. Co. Ltd.,144954,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Growth Option,Rs 5000,12-Sep-2018,,INF789F1AAL4
Franklin Templeton Asset Management (India) Private Limited,144959,Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days),Close Ended,Income,Franklin India Fixed Maturit Plans- Series 4- Plan E (1098 days)- Growth - Direct,5000,18-Sep-2018,,INF090I01QB9
HDFC Asset Management Company Limited,144981,HDFC FMP 1381D September 2018 (1),Close Ended,Income,HDFC FMP 1381D September 2018 (1) - Growth Option - Direct Plan,5000,14-Sep-2018,18-Sep-2018,INF179KB19P0
SBI Funds Management Limited,144992,SBI Debt Fund Series C - 25 (1100 Days),Close Ended,Income,SBI Debt Fund Series C - 25 - (1100 Days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,11-Sep-2018,17-Sep-2018,INF200KA1VT6
Kotak Mahindra Asset Management Company Limited.,145006,Kotak FMP Series 245,Close Ended,Income,Kotak FMP Series 245-Direct Plan-Growth Option,200000000,10-Sep-2018,,INF174KA1640
UTI Asset Mgmt. Co. Ltd.,145009,UTI - Fixed Term Income Fund Series XXX-V (1135 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Direct Plan - Growth Option,Rs 5000,14-Sep-2018,,INF789F1AAV3
Nippon Life India Asset Management Limited,145031,Nippon India Fixed Horizon Fund XXXIX- Series 8,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 8- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,21-Sep-2018,,INF204KB1K46
HDFC Asset Management Company Limited,145034,HDFC Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,5000,18-Sep-2018,24-Sep-2018,INF179KB15Q6
Sundaram Asset Management Company Ltd,145050,Sundaram Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Sundaram Money Market Fund Direct Plan - Growth,Rs.1000/-,12-Sep-2018,,INF903JA1FR6
Kotak Mahindra Asset Management Company Limited.,145086,Kotak FMP Series 246,Close Ended,Income,Kotak FMP Series 246 - Direct Plan - Growth Option,200000000,12-Sep-2018,,INF174KA1681
HDFC Asset Management Company Limited,145104,HDFC FMP 1372D September 2018 (1),Close Ended,Income,HDFC FMP 1372D September 2018 (1) - Growth Option - Direct Plan,5000,26-Sep-2018,27-Sep-2018,INF179KB17R0
Axis Asset Management Co. Ltd.,145110,Axis Large & Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Axis Large & Mid Cap Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Rs. 1 thereafter,01-Oct-2018,15-Oct-2018,INF846K01J46
Invesco Asset Management (India) Private Limited,145137,Invesco India Smallcap Fund,Open Ended,Equity Scheme - Small Cap Fund,Invesco India Smallcap Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re. 1 thereafter,10-Oct-2018,,INF205K013T3
Nippon Life India Asset Management Limited,145141,Nippon India Fixed Horizon Fund XXXIX- Series 9,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 9- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,03-Oct-2018,,INF204KB1K87
UTI Asset Mgmt. Co. Ltd.,145145,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Growth Option,Rs 5000,28-Sep-2018,,INF789F1ABF4
Nippon Life India Asset Management Limited,145156,Reliance Fixed Horizon Fund XXXIX- Series 10,Close Ended,Income,Reliance Fixed Horizon Fund XXXIX Series 10- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,04-Oct-2018,,INF204KB1L29
SBI Funds Management Limited,145161,SBI Dual Advantage Fund - Series XXX,Close Ended,Income,SBI Dual Advantage Fund Series XXX - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,27-Sep-2018,11-Oct-2018,INF200KA1VX8
Franklin Templeton Asset Management (India) Private Limited,145171,Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days),Close Ended,Income,Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct,5000,05-Oct-2018,,INF090I01QH6
Nippon Life India Asset Management Limited,145177,Nippon India Fixed Horizon Fund XXXIX- Series 11,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX- Series 11- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,08-Oct-2018,,INF204KB1L60
Kotak Mahindra Asset Management Company Limited.,145187,Kotak FMP Series 247,Close Ended,Income,Kotak FMP Series 247 -Direct Plan -Growth option,200000000,24-Sep-2018,,INF174KA1723
Tata Asset Management Limited,145206,Tata Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Tata Small Cap Fund-Direct Plan-Growth,Rs.5000/- and in multiples of Re.1/- thereafter.,19-Oct-2018,,INF277K011O1
SBI Funds Management Limited,145229,SBI Debt Fund Series C - 26(1125 Days),Close Ended,Income,SBI Debt Fund Series C - 26 - (1125 Days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,03-Oct-2018,04-Oct-2018,INF200KA1WB2
Kotak Mahindra Asset Management Company Limited.,145240,Kotak FMP Series 248,Close Ended,Income,Kotak FMP Series 248 - Direct Plan -Growth Option,200000000,01-Oct-2018,,INF174KA1764
Nippon Life India Asset Management Limited,145263,Reliance Fixed Horizon Fund XXXIX- Series 12,Close Ended,Income,Reliance Fixed Horizon Fund XXXIX- Series 12- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,12-Oct-2018,,INF204KB1M02
HDFC Asset Management Company Limited,145272,HDFC FMP 1280D October 2018 (1),Close Ended,Income,HDFC FMP 1280D October 2018 (1) - Growth Option - Direct Plan,5000,10-Oct-2018,10-Oct-2018,INF179KB13S7
HDFC Asset Management Company Limited,145285,HDFC FMP 1344D October 2018 (1),Close Ended,Income,HDFC FMP 1344D October 2018 (1) - Growth Option - Direct Plan,5000,11-Oct-2018,23-Oct-2018,INF179KB19S4
UTI Asset Mgmt. Co. Ltd.,145295,UTI - Floater Fund,Open Ended,Debt Scheme - Floater Fund,UTI - Floater Fund - Direct Plan - Growth Option,Rs 5000 and in multiple of Rs 1,12-Oct-2018,,INF789F1ACX5
HDFC Asset Management Company Limited,145298,HDFC FMP 1274D OCTOBER 2018 (1),Close Ended,Income,HDFC FMP 1274D October 2018 (1) - Growth Option - Direct Plan,5000,12-Oct-2018,16-Oct-2018,INF179KB15T0
Franklin Templeton Asset Management (India) Private Limited,145318,Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days),Close Ended,Income,Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct,5000,22-Oct-2018,,INF090I01QN4
UTI Asset Mgmt. Co. Ltd.,145329,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Direct Plan - Growth Option,Rs 5000,10-Oct-2018,,INF789F1ACJ4
UTI Asset Mgmt. Co. Ltd.,145339,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Growth Option,Rs 5000,16-Oct-2018,,INF789F1ABZ2
Nippon Life India Asset Management Limited,145345,Reliance Fixed Horizon Fund XXXIX- Series 13,Close Ended,Income,Reliance Fixed Horizon Fund XXXIX- Series 13- Direct Plan- Growth Option,Rs.5000 & in multiples of Re. 1 thereafter,19-Oct-2018,,INF204KB1M85
Nippon Life India Asset Management Limited,145350,Nippon India Interval Fund V- Series 1,Interval Fund,Income,Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option,Rs. 5000/- and in multiples of Re.1/- thereafter,17-Oct-2018,,INF204KB1M44
Mahindra Manulife Investment Management Pvt Ltd,145356,Mahindra Manulife Consumption Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Mahindra Manulife Consumption Fund - Direct Plan -Growth,Rs. 1000 and in multiples of Re. 1/- thereafter,19-Oct-2018,,INF174V01663
SBI Funds Management Limited,145372,SBI Debt Fund Series C - 27 (391 Days),Close Ended,Income,SBI Debt Fund Series C - 27 - (391 Days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,19-Oct-2018,19-Oct-2018,INF200KA11G2
Kotak Mahindra Asset Management Company Limited.,145381,Kotak FMP Series 250,Close Ended,Income,Kotak FMP Series 250-Direct Plan-Growth Option,200000000,17-Oct-2018,,INF174KA1848
Baroda BNP Paribas Asset Management India Private Limited,145396,Baroda BNP Paribas Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,5000,22-Oct-2018,05-Nov-2018,INF955L01HF7
HDFC Asset Management Company Limited,145394,HDFC FMP 1261D October 2018 (1),Close Ended,Income,HDFC FMP 1261D October 2018 (1) - Growth Option - Direct Plan,5000,22-Oct-2018,24-Oct-2018,INF179KB17U4
Nippon Life India Asset Management Limited,145407,Nippon India Fixed Horizon Fund XXXIX - Series 14,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIX - Series 14 - Direct Plan - Growth Option,Rs.5000 and in multiples of Re 1,25-Oct-2018,,INF204KB1N27
Aditya Birla Sun Life AMC Limited,132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan,Open Ended,Other Scheme - FoF Domestic,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,5000,19-Apr-2011,03-May-2011,INF084M01EQ8
Aditya Birla Sun Life AMC Limited,132185,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan,Open Ended,Other Scheme - FoF Domestic,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,500,19-Apr-2011,03-May-2011,INF084M01ET2
UTI Asset Mgmt. Co. Ltd.,145415,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),Close Ended,Income,UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Direct Plan - Growth Option,Rs 5000 and in multiple of Rs 1,29-Oct-2018,,INF789F1ADL8
HSBC Asset Management (India) Private Ltd.,129200,HSBC Aggressive Hybrid Active FOF (erstwhile HSBC Managed Solutions India - Growth fund),Open Ended,Other Scheme - FoF Domestic,HSBC Aggressive Hybrid Active FOF - Growth Direct,5000,09-Apr-2014,,INF336L01ID3
HSBC Asset Management (India) Private Ltd.,129193,HSBC Multi Asset Active FOF (erstwhile HSBC Managed Solutions India - Moderate Fund),Open Ended,Other Scheme - FoF Domestic,HSBC Multi Asset Active FOF - Growth Direct,5000,09-Apr-2014,,INF336L01IJ0
LIC Mutual Fund Asset Management Limited,120308,LIC MF BSE Sensex Index Fund,Open Ended,Other Scheme - Index Funds,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,Rs. 5000/-,14-Nov-2002,25-Nov-2002,INF767K01FJ4
LIC Mutual Fund Asset Management Limited,120307,LIC MF Nifty 50 Index Fund,Open Ended,Other Scheme - Index Funds,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,Rs. 5000/-,14-Nov-2002,25-Nov-2002,INF767K01FF2
